doc_index,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,doc_id,article_id,title,year,source_database,genus_raw,genus_for_stm,mentioned_genera,journal,doi
207,0.005115577879133934,1.2012655908076288e-4,2.1587441938412887e-4,4.376474903987014e-4,0.6312346935657467,0.006888725844542273,0.15625341109245225,0.006946807179359011,3.456646692037183e-4,0.19244147130069852,207,207,"Unprecedented record of ten novel B chromosomes in the stingless bee Partamona helleri (Apidae, Meliponini)",2014,Scopus,Partamona,Partamona,Partamona,APIDOLOGIE,10.1007/s13592-013-0257-y
208,0.00239485703588634,7.2586732086215476e-6,0.0010354475602351186,5.10721831175197e-5,7.915964622102904e-4,0.006646666892738462,0.9420784801813996,0.0018589106496503627,4.721839377476975e-5,0.04508849196777879,208,208,"Genetic differentiation in the stingless bee, scaptotrigona xanthotricha moure, 1950 (Apidae, Meliponini): A species with wide geographic distribution in the atlantic rainforest",2014,Scopus,Scaptotrigona,Scaptotrigona,Scaptotrigona,JOURNAL OF HEREDITY,10.1093/jhered/esu031
209,0.44862859985419945,0.004291991893904372,0.011406442689770837,0.42615145381909975,0.04978951745004632,0.008752594448147256,0.0050993368057428564,0.04183917027653694,0.003961734790388797,7.915797216364332e-5,209,209,Insights from Melipona bicolor hybrid genome assembly: a stingless bee genome with chromosome-level scaffold,2024,Scopus,Melipona,Melipona,Melipona,BMC GENOMICS,10.1186/s12864-024-10075-x
210,2.8253980948537207e-4,1.3208319160688923e-4,1.966857687198854e-4,6.553370078738423e-5,0.00576530541929902,0.013836182804538634,0.04775374485848976,0.002937625202149006,6.14832298566695e-4,0.9284154669463572,210,210,"Molecular Marker to identify two stingless bee species: Tetragonisca angustula and Tetragoniscafiebrigi (Hymenoptera, Meliponinae)",2012,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,SOCIOBIOLOGY,10.13102/sociobiology.v59i1.671
211,0.7901775571912586,1.8862895374553978e-4,0.0019476364638677693,0.007584515654456456,0.00647331896706899,0.15541632134879887,0.030901524735529963,0.002571594430997819,2.5349188057443493e-4,0.004485410373701112,211,211,"Combining morphology and DNA barcoding resolves the taxonomy of Western Malagasy Liotrigona Moure, 1961 (Hymenoptera: Apidae: Meliponini)",2010,Scopus,Liotrigona,Other_rare_genera,Liotrigona,AFRICAN INVERTEBRATES,10.5733/afin.051.0210
212,1.7750974433701155e-4,0.001509380317989412,0.006529244856227259,1.3656393696366825e-4,0.010823180672920079,0.004515935803137278,0.028948505584860375,0.03947794633848232,1.7533619750382493e-5,0.9078641991253323,212,212,"Allozyme variation in the stingless bee Trigona fuscobalteata (hymenoptera, apidae) from Peninsular Malaysia",1986,Scopus,Trigona,Trigona,Trigona,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY -- PART B: BIOCHEMISTRY AND,10.1016/0305-0491(86)90307-x
213,4.475402537144406e-4,0.0012196644812962811,0.003654009268124499,4.163836002920345e-4,0.0018962785685197967,7.968774548307455e-5,0.001367829800757736,0.9807756056765887,0.0025830503541385877,0.007559950251085041,213,213,Sex determination in bees. III. Caste determination and genetic control in Melipona,1974,Scopus,Melipona,Melipona,Melipona,INSECTES SOCIAUX,10.1007/bf02331565
214,0.14496632424856729,0.0011179844338391452,0.004222540514508492,0.0027137464100879718,0.019055409493581667,0.15404007138713738,0.4183913937634667,0.033245273176829467,6.400029290963045e-4,0.22160725364288553,214,214,Genetic architecture of the Tetragonula carbonaria species complex of Australian stingless bees (Hymenoptera: Apidae: Meliponini),2014,Scopus,Tetragonula,Tetragonula,Tetragonula,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,10.1111/bij.12292
215,0.0023495753553664923,0.8500327327333699,0.003405741555950236,0.11098323601173044,0.0029307707446734953,0.026372186864394756,2.5114669299052884e-4,0.0017832541255664942,0.0017380416345257426,1.5331428143227353e-4,215,215,"Apilactobacillus apisilvae sp. nov., Nicolia spurrieriana gen. nov. sp. nov., Bombilactobacillus folatiphilus sp. nov. and Bombilactobacillus thymidiniphilus sp. nov., four new lactic acid bacterial isolates from stingless bees Tetragonula carbonaria and Austroplebeia australis",2022,Scopus,Multiple,Multiple,Austroplebeia; Tetragonula,INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,10.1099/ijsem.0.005588
216,0.0033301007242108756,2.6463530427769945e-5,0.014700710509391306,1.568372847680977e-4,3.845387739070843e-4,0.005434544594942044,0.9347489001387849,0.018137842357801245,2.328929443392678e-4,0.022847169141427492,216,216,"Genetic variability in Melipona scutellaris from Recôncavo, Bahia, Brazil",2013,Scopus,Melipona,Melipona,Melipona,GENETICS AND MOLECULAR RESEARCH,10.4238/2013.september.10.1
217,0.0016033359664712598,1.8637936752320395e-4,9.500752176766406e-5,0.0014738036604828853,0.965451578910932,0.0046252463595637585,0.0015546519675875227,0.0029146768728592837,1.4269853985732112e-6,0.022093892387414223,217,217,"First karyotype characterization of four species of Partamona (Friese, 1980) (Hymenoptera, Apidae, Meliponinae) in Mato Grosso State, Brazil",1999,Scopus,Partamona,Partamona,Partamona,CYTOBIOS,
218,0.0014255421095804935,0.6926890390048916,0.007081944735542449,0.0018177583509647129,8.067672090344939e-4,0.00215924928723251,3.85387047028639e-4,0.0039666647314978674,0.2890704378556625,5.972096685647984e-4,218,218,"Isolation, Molecular Identification, and Enzymatic Activity of Microorganisms Associated with the Gut of Stingless Bees Tetragonisca angustula Latreille, 1811",2025,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,NEOTROPICAL ENTOMOLOGY,10.1007/s13744-025-01342-x
219,0.010563581449773861,0.004314355912324467,0.63159996092166,0.0035964737265292276,7.936301552033653e-5,0.06610684964585103,0.26378737183202444,0.004636764926301706,0.013943814083247755,0.0013714644867672552,219,219,Prevalence of begomoviruses in Trigona fuscipennis and Trigona fulviventris visitors of Jatropha curcas,2023,Scopus,Trigona,Trigona,Trigona,JOURNAL OF APICULTURAL RESEARCH,10.1080/00218839.2020.1756181
220,0.0030389095669570293,2.050849749560671e-6,9.732351515994536e-4,8.430022266475728e-5,6.739137975309295e-4,0.0060355077531941016,0.9523370135210656,0.001994796777620952,3.673021489800502e-5,0.03482354214471945,220,220,"Genetic diversity of Melipona mandacaia SMITH 1863 (Hymenoptera, Apidae), an endemic bee species from Brazilian Caatinga, using ISSR",2012,Scopus,Melipona,Melipona,Melipona,PSYCHE (LONDON),10.1155/2012/372138
221,0.09387934177464129,0.13060443362047378,0.10167756072909287,0.00464304086525932,0.10723126279663146,0.0016091472374194064,0.007569526951059459,0.1569275168510752,0.37016567655433147,0.02569249262001563,221,221,Effect of low temperature on male meiosis in melipona marginata,1972,Scopus,Melipona,Melipona,Melipona,JOURNAL OF APICULTURAL RESEARCH,10.1080/00218839.1972.11099705
222,0.0024573686542591136,0.07163627713107261,0.5634655362389279,0.012990349950238601,4.741904798688261e-6,0.33857956324325883,0.005061289070001665,7.039022749457932e-4,0.004691309114597842,4.0966241789886426e-4,222,222,Identification of Potential Medicinal Plant Species in Multiflora Trigona Species Honey from Riau Using a Metabarcoding Approach,2025,Scopus,Trigona,Trigona,Trigona,TROPICAL JOURNAL OF NATURAL PRODUCT RESEARCH,10.26538/tjnpr/v9i3.39
223,0.004160033629209024,0.002906912904179641,0.0015030488389615715,0.9701531829529261,0.006543776480547881,0.011288081578544214,3.632332541638168e-4,0.0030113180170729505,4.867727815103688e-5,2.1735066243437593e-5,223,223,Complete mitochondrial genome of the stingless bee Lepidotrigona terminata (Hymenoptera: Meliponinae) and phylogenetic analysis,2020,Scopus,Lepidotrigona,Other_rare_genera,Lepidotrigona,MITOCHONDRIAL DNA PART B: RESOURCES,10.1080/23802359.2020.1715298
224,0.028633483677687564,0.004034011608211373,0.9388008878255789,0.0037117815601927216,1.706085819834814e-5,0.008752244285876516,0.007737164629869808,0.002493422753284732,0.005804931259202303,1.501154189727286e-5,224,224,Contrasting patterns of foraging behavior in neotropical stingless bees using pollen and honey metabarcoding,2023,Scopus,Multiple,Multiple,Melipona; Scaptotrigona; Tetragonisca,SCIENTIFIC REPORTS,10.1038/s41598-023-41304-0
225,0.01631489528679853,3.9946946167039756e-4,0.01076794347500172,0.0030596270932497643,0.0018149141958557244,0.20051889394183267,0.7524468195370909,0.0016125481991091607,0.0015520916541191562,0.01151279715527164,225,225,Genetic and morphometric variation in Schwarziana quadripunctata and Schwarziana mourei (Hymenoptera: Apidae: Meliponini),2022,Scopus,Schwarziana,Other_rare_genera,Schwarziana,INSECTES SOCIAUX,10.1007/s00040-022-00878-0
226,0.30132637495088443,0.2613965512539846,0.06966336859694666,6.713747642701676e-4,0.005983821830024122,0.005662462149790048,0.00813143029282266,0.010742417694060383,0.33452246301136396,0.0018997354558526736,226,226,Microbial communities of three sympatric Australian stingless bee species,2014,Scopus,Multiple,Multiple,Austroplebeia; Tetragonula,PLOS ONE,10.1371/journal.pone.0105718
227,0.00478293468476997,2.422529069525485e-5,0.002506387865778143,0.0016350169807747012,6.998139088640127e-4,0.35766946874440547,0.5365216122020682,0.0015387953193841486,6.941968390263181e-5,0.09455232531935728,227,227,Transferability of microsatellite primers developed for stingless bees to four other species of the genus Melipona,2011,Scopus,Multiple,Multiple,Melipona; Trigona,GENETICS AND MOLECULAR RESEARCH,10.4238/2011.november.22.11
228,0.0020221503051594115,1.298567281676028e-5,4.070629490673671e-6,7.110637772262463e-4,0.9903803070959883,0.001184738799073354,5.434981853854621e-4,8.262860756122979e-4,4.255963849333786e-5,0.004272339820753532,228,228,"Karyotype characterization of Trigona fulviventris Guérin, 1835 (Hymenoptera, Meliponini) by C banding and fluorochrome staining: Report of a new chromosome number in the genus",2005,Scopus,Trigona,Trigona,Trigona,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47572005000300009
229,8.106569334956111e-4,0.003998404686055077,0.005081710164466461,9.838751124067008e-5,5.975283998238032e-4,7.33698734932466e-4,8.579993428028196e-4,0.0015595239551854246,0.9860303337528152,2.3175651918315448e-4,229,229,"Hive Transplantation Has Minimal Impact on the Core Gut Microbiome of the Australian Stingless Bee, Tetragonula carbonaria",2023,Scopus,Tetragonula,Tetragonula,Tetragonula,MICROBIAL ECOLOGY,10.1007/s00248-023-02222-w
230,0.001159946609693654,0.005031198364568641,0.07721774292242453,5.529458094002933e-4,0.005361451500390566,0.0034738287509331212,0.0627698135139317,0.2747958100660617,0.006677622913714979,0.5629596395488808,230,230,Origin of males in Melipona subnitida estimated from data of an isozymic polymorphic system,1976,Scopus,Melipona,Melipona,Melipona,GENETICA,10.1007/bf00055470
231,0.0018782775419215266,0.0012325125903453777,0.003460381276618414,0.0015855848534035433,0.0019728205615489203,9.039413532739758e-5,0.002096966445993453,0.9588518035852651,0.02509925151870382,0.0037320074908724714,231,231,Evidences that genetically determined melipona queens can become workers.,1966,Scopus,Melipona,Melipona,Melipona,GENETICS,
232,0.4471775359606627,5.546497088839798e-5,0.0016080107171729998,8.99353073568649e-4,0.006719725326452507,0.04372676014573918,0.4190286380008217,0.005574568483478796,9.949848004337603e-4,0.07421495852078135,232,232,"Phylogeography and historical demography of the neotropical stingless bee Melipona quadrifasciata (Hymenoptera, Apidae): Incongruence between morphology and mitochondrial DNA",2010,Scopus,Melipona,Melipona,Melipona,APIDOLOGIE,10.1051/apido/2010001
233,0.006998458891727789,5.989384066366168e-4,0.04888151191213696,0.1924103153335753,2.785292833367045e-4,0.16074781124022944,0.5842316316940587,0.0030629398506072784,6.796590565845383e-4,0.0021102043311067103,233,233,Genetic structure of the commercial stingless bee Heterotrigona itama (Apidae: Meliponini) in Thailand,2024,Scopus,Heterotrigona,Heterotrigona,Heterotrigona,PLOS ONE,10.1371/journal.pone.0312386
234,0.019436236065408435,6.759203056828947e-4,0.03996550447690339,0.00466992817022385,0.0013343688568065897,0.07687694692570063,0.8291964682640899,0.01893419663929188,0.0032764951967700793,0.005633935099122525,234,234,Morphometric and genetic analyses show differentiation of the widely distributed stingless bee Nannotrigona perilampoides (Hymenoptera: Meliponini) across geographic regions in Mexico,2022,Scopus,Nannotrigona,Other_rare_genera,Nannotrigona,JOURNAL OF APICULTURAL RESEARCH,10.1080/00218839.2022.2093576
235,0.10822907818118269,0.7032177172911809,0.02334989674026242,0.016214377805899072,0.003651981571245729,0.1337839926365599,0.004481753153883888,0.0042856197418602165,0.002172535193838985,6.130476840862173e-4,235,235,"New Penicillium and Talaromyces species from honey, pollen and nests of stingless bees",2018,Scopus,Melipona,Melipona,Melipona,"ANTONIE VAN LEEUWENHOEK, INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY",10.1007/s10482-018-1081-1
236,0.004477324748403777,1.2007315518654376e-5,0.0010088492117794224,2.920731178343125e-4,0.002034557053793104,0.07309475066608428,0.6055385397256784,0.003470316845951262,5.489996226301356e-4,0.3095225816923268,236,236,"RAPD polymorphism in Tetragonisca angustula (Hymenoptera; Meliponinae, Trigonini) populations",2006,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,SOCIOBIOLOGY,
237,0.0014382776452025923,0.819587339201168,0.0018358566133137048,0.1712285021159736,5.698712541103605e-4,0.0031205423846367214,4.054361661624572e-5,0.0010622455650296891,0.0010881443717368656,2.8677232212023444e-5,237,237,Characterisation of probiotic potential and whole genome analysis of lactic acid bacteria isolated from Tetragonula Laeviceps and Heterotrigona Itama bee bread,2025,Scopus,Multiple,Multiple,Heterotrigona; Tetragonula,"ANTONIE VAN LEEUWENHOEK, INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY",10.1007/s10482-025-02191-9
238,0.13419717565730171,8.701500795885499e-4,0.0011401959432231963,0.7658666772010231,0.027486919853914115,0.05818785749784239,0.005894309922772902,0.005869628665627721,6.094330778447171e-6,4.809908479281597e-4,238,238,"Preliminary characterization of mitochondrial genome of Melipona scutellaris, a Brazilian stingless bee",2014,Scopus,Melipona,Melipona,Melipona,BIOMED RESEARCH INTERNATIONAL,10.1155/2014/927546
239,0.006546387907558524,0.001320028584129523,0.001474862051129183,0.1989416386430012,0.049629136958779706,0.712924274193624,0.004583133123329883,0.004100261471933541,5.360634421318052e-6,0.020474916432093294,239,239,"Mitochondrial and nuclear DNA characterization in the Melipona species (hymenoptera, meliponini) by RFLP analysis",2002,Scopus,Melipona,Melipona,Melipona,HEREDITAS,10.1034/j.1601-5223.2002.01685.x
240,0.004098502516530334,5.220280822048613e-4,0.001974674015376293,0.008851825426826505,0.002210941444302217,0.07828580397435898,0.012161921741124834,0.8574646601192227,0.0024609121559529237,0.0319687305241002,240,240,"Analysis of the intercaste transcriptional profile of Melipona scutellaris latreille, 1811 (hymenoptera, apidae, meliponini) by mRNA differential display",2009,Scopus,Melipona,Melipona,Melipona,BIOLOGICAL RESEARCH,10.4067/s0716-97602009000100011
241,0.006438057491186417,1.4048223144678735e-5,1.0573254692923187e-5,0.0012292724511776482,0.9817074942633833,0.0014923380375555565,0.002441648101920614,0.0014236458557754135,1.1706000900685525e-4,0.005125862312156239,241,241,"Karyotypic description of the stingless bee Oxytrigona cf. flaveola (Hymenoptera, Apidae, Meliponina) of a colony from Tangará da Serra, Mato Grosso state, Brazil",2010,Scopus,Oxytrigona,Other_rare_genera,Oxytrigona,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47572010000300020
242,0.00728162423693596,0.03393482609097302,0.8156844353682495,0.04681299371892051,1.3583165418708462e-4,0.08507408835036073,0.004808069438368881,0.004259672232670883,0.001931352031495879,7.710687783794702e-5,242,242,The virome of an endangered stingless bee suffering from annual mortality in Southern Brazil,2019,Scopus,Melipona,Melipona,Melipona,JOURNAL OF GENERAL VIROLOGY,10.1099/jgv.0.001273
243,0.0011028723328844708,0.9822491100692986,0.0038120907803224735,0.0035273299800098776,4.2391603864319735e-4,0.00320151401433817,8.46638770972968e-5,6.675296610484201e-4,0.004882936158398521,4.803708795972084e-5,243,243,Further evidences of an emerging stingless bee-yeast symbiosis,2023,Scopus,Multiple,Multiple,Melipona; Partamona; Scaptotrigona; Tetragona,FRONTIERS IN MICROBIOLOGY,10.3389/fmicb.2023.1221724
244,0.021371840160317016,6.244747127919645e-5,0.003011439814546965,0.0015686143597340727,0.0052214686932867726,0.006628621333162992,0.2417155572475325,0.6812769876702545,0.0012526630080590653,0.03789036024182687,244,244,"Prediction of social structure and genetic relatedness in colonies of the facultative polygynous stingless bee Melipona bicolor (Hymenoptera, Apidae)",2011,Scopus,Melipona,Melipona,Melipona,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47572011005000008
245,0.005145192371743121,0.7917778405602031,0.18153041434266107,0.006751542705207255,1.2158779796520148e-5,0.005983877897290546,6.465772083551442e-5,6.836113401771979e-4,0.008016510678558774,3.419360352752409e-5,245,245,Bacterial Community in Apis cerana and Heterotrigona itama Honey Using a Metabarcoding Approach,2026,Scopus,Heterotrigona,Heterotrigona,Heterotrigona,HAYATI JOURNAL OF BIOSCIENCES,10.4308/hjb.33.2.310-320
246,0.031894005459677015,0.001525300692977541,0.001636857273219681,0.9507383903794828,0.004548161883362276,0.006833996188781015,8.576070446751897e-4,0.001817883532344357,1.3543295162127253e-4,1.2364593858447071e-5,246,246,"Rapid evolution, rearrangements and whole mitogenome duplication in the Australian stingless bees Tetragonula (Hymenoptera: Apidae): A steppingstone towards understanding mitochondrial function and evolution",2023,Scopus,Tetragonula,Tetragonula,Tetragonula,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,10.1016/j.ijbiomac.2023.124568
247,0.0055761846374972205,1.0688534984701806e-5,0.00257785389494708,7.275171066694953e-4,0.0015732529883182183,0.012610688827352525,0.5072616227206946,0.4056805566179542,2.0441396689354152e-4,0.06377722070468843,247,247,Genetic structure of nest aggregations and drone congregations of the southeast Asian stingless bee Trigona collina,2004,Scopus,Multiple,Multiple,Scaptotrigona; Trigona,MOLECULAR ECOLOGY,10.1111/j.1365-294x.2004.02194.x
248,0.003436252348534959,1.6890858784102808e-4,8.972346779042134e-4,0.0026380438559236016,0.0029780284724445234,0.007001360728181254,0.006999667947290583,0.9625191481538423,0.0016963321405542736,0.01166502308748336,248,248,"Differentially displayed expressed sequence tags in Melipona scutellaris (Hymenoptera, Apidae, Meliponini) development",2006,Scopus,Melipona,Melipona,Melipona,ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS,10.1590/s0001-37652006000100008
249,0.005801431717886102,2.1628638461410246e-5,0.0018423722330598807,3.468685587497505e-4,0.003777044588340374,0.02215321956009825,0.8167646079480166,0.006320043776683585,1.8651130791374926e-4,0.1427862716707901,249,249,"Isolation and characterization of microsatellites from Scaptotrigona xanthotricha (Apidae, Meliponini): A stingless bee in the Brazilian Atlantic rainforest",2012,Scopus,Scaptotrigona,Scaptotrigona,Scaptotrigona,APIDOLOGIE,10.1007/s13592-011-0109-6
250,0.005790491646487638,0.005288858297076316,0.7571391848961481,0.002869200932976944,1.725750195445705e-4,0.08273168816618853,0.13147035349896594,0.004122598985706124,0.00903955184226812,0.0013754967146375559,250,250,Metabarcoding in diet assessment of heterotrigona itama based on trnl marker towards domestication program,2021,Scopus,Heterotrigona,Heterotrigona,Heterotrigona,INSECTS,10.3390/insects12030205
251,0.0015646537100304815,0.8628190368412009,0.004627739878363234,0.004976027877204101,0.007197930105101863,0.07352347041042055,8.968776766864855e-4,0.0045567837984100135,8.311338796193612e-4,0.03900634582296336,251,251,"Starmerella meliponinorum sp. nov., a novel ascomycetous yeast species associated with stingless bees",2003,Scopus,Multiple,Multiple,Melipona; Scaptotrigona; Tetragonisca; Trigona,INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,10.1099/ijs.0.02262-0
252,0.045243291590328964,0.009618420931979774,0.5540643538302936,0.001877476688148481,7.891629051861465e-4,0.06258441047578135,0.1007121159025607,0.0026020022908945857,0.22117862201629857,0.0013301433685279527,252,252,Biomonitoring via DNA metabarcoding and light microscopy of bee pollen in rainforest transformation landscapes of Sumatra,2022,Scopus,Tetragonula,Tetragonula,Tetragonula,BMC ECOLOGY AND EVOLUTION,10.1186/s12862-022-02004-x
253,0.32964414595745195,0.005696188109637197,0.266380108846665,0.006522296142701171,7.375609620839632e-4,0.33670485193635546,0.04767786336280768,0.0014487934230361268,0.004760736664495077,4.2745459476665223e-4,253,253,DNA Barcoding of Stingless Bees (Hymenoptera: Meliponini) in Northern Peruvian Forests: A Plea for Integrative Taxonomy,2022,Scopus,Multiple,Multiple,Geotrigona; Melipona; Nannotrigona; Partamona; Plebeia; Ptilotrigona; Scaptotrigona; Scaura; Tetragona; Tetragonisca; Trigona; Trigonisca,DIVERSITY,10.3390/d14080632
254,8.112718809537402e-4,4.914091243834164e-4,3.0764709044867636e-4,7.059430319104524e-4,0.7968468957894446,0.0057745975513685665,0.005267510354116706,0.010553602777066688,2.93864044689071e-6,0.1792381837598603,254,254,"Characterization and distribution of supernumerary chromosomes in 23 colonies of Partamona helleri (Hymenoptera, Apidae, Meliponinae)",1997,Scopus,Partamona,Partamona,Partamona,BRAZILIAN JOURNAL OF GENETICS,
255,0.0019520731181796316,2.98517090788772e-4,5.062995678296478e-4,0.0018762907788850362,0.003655243261954773,0.5199871327307446,0.03153466933486536,0.001945460641135283,0.0013882705023909362,0.43685604297322594,255,255,"Differentiation of Melipona quadrifasciata L. (Hymenoptera, Apidae, Meliponini) subspecies using cytochrome b PCR-RFLP patterns",2008,Scopus,Melipona,Melipona,Melipona,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47572008000300009
256,0.006833880579393488,7.733215823606307e-4,0.12988646588990252,6.885724005533754e-4,9.889962616114183e-4,0.1589142983787762,0.422346810722486,0.008842804440684957,0.0021562832335515537,0.26856856651067995,256,256,"Genetic divergence in Tetragonisca angustula Latreille, 1811 (Hymenoptera, Meliponinae,Trigonini) based on rapd markers",2004,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47572004000200009
257,0.019322818555417343,2.932725981051993e-5,0.0038029553899257486,4.995851346927102e-4,0.0013601867858060008,0.014022214587053588,0.9554358196272971,0.002244098262423837,1.5629392033891337e-4,0.003126700477234378,257,257,"Genome-wide discovery and characterization of microsatellite markers from Melipona fasciculata (Hymenoptera: Apidae), cross-amplification and a snapshot assessment of the genetic diversity in two stingless bee populations",2018,Scopus,Melipona,Melipona,Melipona,EUROPEAN JOURNAL OF ENTOMOLOGY,10.14411/eje.2018.058
258,0.006056329750832841,0.6360599061918594,0.04375971998509089,0.005319893383329928,0.0022819862233574195,0.21366971283921093,0.05856963365549315,0.0029392363805428095,0.014873181735006763,0.016470399855276437,258,258,Yeasts from the nests of two Amazonian stingless bees: screening and PCR-RFLP molecular analysis,2022,Scopus,Multiple,Multiple,Cephalotrigona; Melipona,SYMBIOSIS,10.1007/s13199-022-00865-w
259,0.001444848098155852,8.365196003227247e-4,0.002101911786543881,0.0020921844600740457,0.0015628757074261192,5.164554186254822e-4,0.0019563332676245464,0.9864912460498766,0.002850354322652714,1.4727128869840232e-4,259,259,Expression of methyl farnesoate epoxidase (Mfe) and juvenile hormone esterase (jhe) genes and their relation to social organization in the stingless bee melipona interrupta (hymenoptera: Apidae),2021,Scopus,Melipona,Melipona,Melipona,GENETICS AND MOLECULAR BIOLOGY,10.1590/1678-4685-gmb-2020-0367
260,0.17176341408980642,0.0044913432046008745,0.00854829068917286,0.21749324729988137,0.00905334659609927,0.5729196224165667,0.012319720999639724,0.002709675015446917,1.8514322124447714e-4,5.161964675414061e-4,260,260,Phylogenetic analysis of tetragonula minangkabau and other species using cytochrome b gene,2019,Scopus,Tetragonula,Tetragonula,Tetragonula,JOURNAL OF APICULTURAL SCIENCE,10.2478/jas-2019-0008
261,0.07670628965403946,8.889653191470519e-4,0.0032893983692067535,0.006533951149288873,0.08841782860051682,0.2910158719452863,0.36575889225684133,0.006740031570597141,3.0013137658264916e-4,0.16034863975849373,261,261,Hybridization and asymmetric introgression between Tetragonisca angustula and Tetragonisca fiebrigi,2014,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,APIDOLOGIE,10.1007/s13592-013-0224-7
262,0.0016300371688590532,0.6648270560564209,0.008544692644493207,0.31420852138292216,9.122305005095034e-4,0.0063977924921809065,9.571097353132423e-5,0.002163447973258658,0.001203014521542206,1.7496286281293322e-5,262,262,Exploring the genome of Lactobacillaceae spp. Sy-1 isolated from Heterotrigona itama honey,2022,Scopus,Heterotrigona,Heterotrigona,Heterotrigona,PEERJ,10.7717/peerj.13053
263,0.12869256907324442,9.906993240633515e-4,0.0011616799367755496,0.005007784285250553,0.8419337184007765,0.004907085207108422,0.01106335315319842,0.003948722468727874,0.0016559362018368612,6.384519490176445e-4,263,263,"Karyotype diversity of stingless bees of the genus frieseomelitta (Hymenoptera, apidae, meliponini)",2020,Scopus,Frieseomelitta,Frieseomelitta,Frieseomelitta,CARYOLOGIA,10.13128/caryologia-610
264,0.003178804661031567,0.9010323429943657,0.01696286598340795,0.060952081843671964,0.008444457698746879,0.0040530731261840805,2.090394560886675e-4,0.0015433431031493558,0.0035795809060048278,4.4410227349468675e-5,264,264,"Bacterial diversity of stingless bee honey in Yunnan, China: isolation and genome sequencing of a novel acid-resistant Lactobacillus pentosus (SYBC-MI) with probiotic and L. tryptophan producing potential via millet fermentation",2023,Scopus,Trigona,Trigona,Trigona,FRONTIERS IN BIOENGINEERING AND BIOTECHNOLOGY,10.3389/fbioe.2023.1272308
265,2.0445327159746798e-5,4.125326589205472e-4,5.769224283018241e-4,2.329681987309161e-5,0.0037927929160199293,0.005036669906092416,0.006828509278341278,0.004792884319089074,2.5237187604082584e-6,0.9785134226274418,265,265,"Isoenzymatic characterization of the hexokinase in the development of Plebeia droryana (Hymenoptera, Apidae) and its relation with flight activity; [Caracterização isoenzimática da hexoquinase no desenvolvimento de Plebeia droryana (Hymenoptera, Apidae) e sua relação com a atividade de vôo.]",1995,Scopus,Plebeia,Plebeia,Plebeia,REVISTA BRASILEIRA DE BIOLOGIA,
266,0.0011318737888397208,0.0024839812354443083,0.9843302730163941,6.51334937718971e-4,8.42131154632428e-7,0.0031127126447041287,0.003058011801345027,9.260884776663443e-4,0.004296881110937473,8.000855795296212e-6,266,266,Trouble in the tropics: Pathogen spillover is a threat for native stingless bees,2023,Scopus,Melipona,Melipona,Melipona,BIOLOGICAL CONSERVATION,10.1016/j.biocon.2023.110150
267,0.00275611997852882,0.05624616716661224,0.00805014169173722,0.001051986295843496,0.0013469326438984497,0.002318312224013924,0.0014258326365690396,0.0032376550062830616,0.9225600447718266,0.0010068075846874022,267,267,Supplementary Diets Impact the Abundance of Core Bacteria in the Gut of a Managed Stingless Bee but Not Its Fat Body Size,2025,Scopus,Melipona,Melipona,Melipona,JOURNAL OF APPLIED ENTOMOLOGY,10.1111/jen.13422
268,3.411282048413615e-4,3.27806691922783e-4,1.6201135092775194e-4,2.51608454887896e-4,0.08435600975213091,0.025293886755917323,0.009339535665760462,0.002722914974711179,3.39904039861945e-5,0.8771711077449142,268,268,"Inheritance pattern of RAPD markers in Melipona quadrifasciata (Hymenoptera: Apidae, Meliponinae)",2001,Scopus,Melipona,Melipona,Melipona,JOURNAL OF HEREDITY,10.1093/jhered/92.3.279
269,0.002468828356021851,0.8758975225877467,0.10085916222527049,0.005011978216004843,3.1528678738971894e-5,0.003978658726664496,6.481829522017976e-4,0.0018080652737367533,0.00922347094769897,7.260203591568661e-5,269,269,"Comprehensive Insights into Malaysian Stingless Bee Honey: Biodiversity, Therapeutic Benefits, and Analytical Approaches",2025,Scopus,Multiple,Multiple,Geniotrigona; Heterotrigona,MALAYSIAN JOURNAL OF CHEMISTRY,10.55373/mjchem.v27i1.61
